Company,TypeName,Ram,OpSys,Weight,CPU,HDD,SSD,GPU,TouchScreen,IPS,PPI
Lenovo,Notebook,4,Windows,1.44,Other Intel Processor,,,Intel,0,0,111.93520355955211
HP,Notebook,4,Other,1.86,Other Intel Processor,1000,,Intel,0,0,100.45466986113651
Dell,Notebook,16,Windows,2.2,Intel Core i7,2000,256,AMD,0,0,141.21199808219862
Asus,Notebook,4,Windows,1.5,Other Intel Processor,,,Intel,0,0,111.93520355955211
Acer,Notebook,4,Other,2.1,Other Intel Processor,1000,,Intel,0,0,100.45466986113651
MSI,Gaming,16,Windows,4.14,Intel Core i7,1000,512,Nvidia,0,0,127.33567457123111
Dell,Workstation,8,Windows,2.23,Intel Core i7,1000,,Nvidia,0,0,141.21199808219862
Dell,Notebook,8,Windows,2.04,Intel Core i5,,256,Nvidia,1,1,282.42399616439724
Dell,Notebook,8,Windows,1.98,Intel Core i7,1000,,Nvidia,0,0,141.21199808219862
HP,Notebook,4,Windows,1.86,AMD,,256,AMD,0,0,141.21199808219862
Dell,Notebook,4,Windows,1.8,Other Intel Processor,0,,Intel,0,0,100.45466986113651
Acer,Notebook,8,Other,2.4,Intel Core i7,1000,,Nvidia,0,0,141.21199808219862
Dell,Notebook,4,Windows,2.18,Intel Core i5,1000,,AMD,0,0,100.45466986113651
Lenovo,Notebook,6,Windows,2.8,Intel Core i5,1000,,Nvidia,0,0,106.11306214269258
Asus,Gaming,8,Windows,2.591,Intel Core i7,1000,256,Nvidia,0,1,141.21199808219862
HP,Notebook,8,Windows,2.04,Intel Core i5,1000,,Intel,1,0,100.45466986113651
MSI,Gaming,16,Windows,2.7,Intel Core i7,1000,256,Nvidia,0,0,127.33567457123111
Dell,Gaming,8,Windows,2.62,Intel Core i7,1000,128,Nvidia,0,1,141.21199808219862
Lenovo,Ultrabook,8,Windows,1.13,Intel Core i7,,,Intel,0,1,157.3505121487356
Dell,Ultrabook,8,Windows,1.88,Intel Core i7,,256256,Intel,0,0,141.21199808219862
Dell,Ultrabook,8,Windows,1.36,Intel Core i7,,256,Intel,0,0,157.3505121487356
Acer,Notebook,4,Windows,1.8,Intel Core i3,,128,Intel,0,1,157.3505121487356
Dell,2 in 1 Convertible,8,Windows,1.68,Intel Core i5,,256,Intel,1,0,165.6321180513006
Lenovo,2 in 1 Convertible,8,Windows,1.38,Intel Core i7,,256,Intel,1,1,158.48253022174808
HP,Ultrabook,8,Windows,1.38,Intel Core i7,,256,Nvidia,0,1,165.6321180513006
Dell,Notebook,8,Other,2.8,Intel Core i7,1000,128,AMD,0,0,127.33567457123111
MSI,Gaming,8,Windows,2.7,Intel Core i7,,256,Nvidia,0,0,127.33567457123111
Asus,Ultrabook,16,Windows,1.5,Intel Core i7,1000,256,Nvidia,0,0,141.21199808219862
Toshiba,Notebook,8,Windows,1.5,Intel Core i5,,256,Intel,0,0,117.82653006268643
Toshiba,Notebook,4,Windows,2.1,Intel Core i3,0,,Intel,0,0,100.45466986113651
HP,Notebook,8,Windows,1.86,Intel Core i3,,256,Intel,0,0,141.21199808219862
Asus,2 in 1 Convertible,8,Windows,1.1,Intel Core i5,,256,Intel,1,0,165.6321180513006
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i5,,256,Intel,1,1,165.6321180513006
HP,Notebook,8,Windows,1.95,Intel Core i5,,256,Intel,0,0,157.3505121487356
Dell,Notebook,8,Windows,1.56,Intel Core i5,,256,Intel,0,0,157.3505121487356
Asus,Gaming,16,Other,4.0,Intel Core i7,1000,,Nvidia,0,1,127.33567457123111
Acer,Netbook,2,Other,1.3,Other Intel Processor,,32,Intel,0,0,135.0942111925629
Dell,Notebook,32,Windows,2.06,Intel Core i7,,1000,Nvidia,1,0,282.42399616439724
HP,Notebook,4,Windows,2.1,Intel Core i5,0,,Intel,0,1,141.21199808219862
Lenovo,Notebook,4,Windows,1.85,Intel Core i7,1000,,Intel,0,0,141.21199808219862
Asus,2 in 1 Convertible,12,Windows,2.3,Intel Core i7,2000,,Nvidia,1,0,141.21199808219862
Acer,Notebook,4,Windows,2.2,Intel Core i3,,256,Nvidia,0,0,141.21199808219862
Lenovo,Notebook,2,Windows,1.42,Other Intel Processor,,,Intel,0,0,111.93520355955211
Dell,Gaming,16,Windows,3.49,Intel Core i7,1000,256,Nvidia,0,0,141.21199808219862
Asus,Notebook,4,Windows,2.0,Intel Core i3,1000,,Intel,0,0,100.45466986113651
Dell,Gaming,8,Windows,2.56,Intel Core i7,1000,128,Nvidia,0,0,141.21199808219862
HP,Notebook,4,Other,2.1,Intel Core i5,0,,Intel,0,0,100.45466986113651
Lenovo,2 in 1 Convertible,4,Windows,0.69,Other Intel Processor,,,Intel,1,1,224.17380907857276
HP,Ultrabook,4,Windows,1.48,Intel Core i5,,256,Intel,0,0,157.3505121487356
Lenovo,2 in 1 Convertible,4,Other,0.69,Other Intel Processor,,,Intel,1,1,224.17380907857276
HP,Ultrabook,8,Windows,1.91,Intel Core i7,,256,Intel,0,0,141.21199808219862
Toshiba,Notebook,4,Windows,2.1,Intel Core i5,0,,Intel,0,0,100.45466986113651
Lenovo,Notebook,4,Windows,2.32,Intel Core i7,,,Intel,0,0,141.21199808219862
Lenovo,Notebook,4,Windows,2.2,Other Intel Processor,,128,Intel,0,0,141.21199808219862
Lenovo,2 in 1 Convertible,8,Windows,1.3,Intel Core i5,,256,Intel,1,1,276.053530085501
HP,Workstation,16,Windows,2.6,Intel Core i7,,256,Nvidia,0,0,141.21199808219862
Dell,Gaming,16,Windows,2.56,Intel Core i7,,512,Nvidia,0,0,141.21199808219862
HP,Notebook,8,Windows,2.65,Intel Core i3,1000,,Intel,0,0,106.11306214269258
Asus,Ultrabook,8,Windows,1.25,Intel Core i7,,256,Intel,0,0,157.3505121487356
Lenovo,Notebook,8,Windows,1.9,Intel Core i5,,256,Intel,0,1,157.3505121487356
HP,Notebook,8,Windows,1.63,Intel Core i7,,256,Nvidia,0,0,157.3505121487356
Lenovo,Notebook,4,Windows,1.43,Other Intel Processor,,,Intel,0,0,111.93520355955211
Lenovo,Notebook,4,Other,1.85,Intel Core i3,,128,Intel,0,0,141.21199808219862
Dell,2 in 1 Convertible,8,Windows,1.62,Intel Core i5,,256,Intel,1,0,165.6321180513006
Dell,Gaming,32,Windows,4.42,Intel Core i7,1000,1000,Nvidia,0,1,127.33567457123111
HP,Notebook,8,Windows,2.54,Intel Core i3,1000,,Intel,0,0,106.11306214269258
Dell,Notebook,8,Other,1.98,Intel Core i5,1000,,Intel,0,0,141.21199808219862
Toshiba,Notebook,4,Windows,2.0,Intel Core i3,0,,Intel,0,0,100.45466986113651
HP,Notebook,8,Windows,1.91,Intel Core i7,,256,AMD,0,0,141.21199808219862
Dell,Notebook,4,Windows,2.3,Intel Core i3,1000,,Intel,0,0,100.45466986113651
MSI,Gaming,16,Windows,4.14,Intel Core i7,1000,128,Nvidia,0,0,127.33567457123111
Dell,Notebook,8,Windows,2.0,Intel Core i5,,256,Nvidia,0,0,141.21199808219862
Lenovo,Notebook,8,Other,2.2,Other Intel Processor,1000,,Intel,0,0,100.45466986113651
Toshiba,Notebook,8,Windows,1.47,Intel Core i5,,256,Intel,0,1,157.3505121487356
Dell,Ultrabook,8,Windows,1.5,Intel Core i7,,256,Intel,1,0,209.8006828649808
Asus,Ultrabook,16,Windows,0.91,Intel Core i7,,512,Intel,0,0,176.23257360658386
Samsung,2 in 1 Convertible,4,Other,1.15,AMD,,,ARM,1,1,234.50740003017813
Lenovo,Notebook,8,Windows,1.44,Intel Core i5,,256,Intel,0,1,165.6321180513006
Asus,Gaming,16,Windows,2.99,Intel Core i7,1000,256,Nvidia,0,0,127.33567457123111
Dell,Gaming,8,Windows,2.56,Intel Core i5,1000,,Nvidia,0,0,141.21199808219862
Toshiba,Notebook,16,Windows,2.4,Intel Core i7,,512,Nvidia,0,1,141.21199808219862
Dell,Notebook,4,Other,2.18,Intel Core i3,1000,,AMD,0,0,100.45466986113651
Lenovo,Netbook,4,Windows,1.4,Other Intel Processor,,128,Intel,1,0,135.0942111925629
Dell,Notebook,4,Other,2.2,Other Intel Processor,0,,Intel,0,0,100.45466986113651
Lenovo,Notebook,12,Windows,2.2,Intel Core i7,1000,,Intel,1,0,100.45466986113651
Asus,Notebook,8,Other,2.69,Intel Core i7,1000,128,Nvidia,0,0,127.33567457123111
Acer,Notebook,8,Windows,3.0,Intel Core i5,,256,Nvidia,0,1,127.33567457123111
MSI,Gaming,8,Windows,2.7,Intel Core i5,1000,128,Nvidia,0,0,127.33567457123111
Dell,Notebook,4,Windows,2.18,Intel Core i3,1000,,AMD,0,0,100.45466986113651
Acer,Notebook,8,Windows,2.4,Intel Core i5,1000,256,Nvidia,0,0,141.21199808219862
Dell,Notebook,4,Windows,1.6,Intel Core i5,0,,Intel,0,0,111.93520355955211
Asus,Notebook,4,Windows,2.0,Intel Core i3,1000,,Nvidia,0,0,127.33567457123111
Toshiba,Ultrabook,16,Windows,1.47,Intel Core i7,,512,Nvidia,0,1,157.3505121487356
Dell,Ultrabook,8,Windows,1.21,Intel Core i5,,256,Intel,0,1,165.6321180513006
Lenovo,Gaming,8,Windows,3.2,Intel Core i7,1000,256,Nvidia,0,1,141.21199808219862
Dell,Notebook,4,Other,2.25,Intel Core i3,1000,,AMD,0,0,100.45466986113651
Acer,Notebook,4,Windows,2.1,AMD,0,,AMD,0,0,100.45466986113651
Dell,Notebook,8,Windows,1.79,Intel Core i3,,128,Intel,0,0,111.93520355955211
Dell,Notebook,4,Windows,2.18,Intel Core i3,,128,Intel,0,0,100.45466986113651
Dell,Ultrabook,8,Windows,1.36,Intel Core i5,,256,Intel,1,0,176.23257360658386
Asus,Gaming,12,Other,3.0,Intel Core i7,1000,,Nvidia,0,0,127.33567457123111
Apple,Ultrabook,8,Mac,0.92,Other Intel Processor,,256,Intel,0,1,226.41554716935852
Dell,Notebook,8,Other,2.3,Intel Core i7,1000,,AMD,0,0,100.45466986113651
Asus,Ultrabook,8,Windows,1.2,Other Intel Processor,,512,Intel,0,1,165.6321180513006
HP,Ultrabook,8,Windows,1.36,Intel Core i7,,256,Intel,0,1,157.3505121487356
Acer,Notebook,4,Windows,2.2,Intel Core i3,1000,,Nvidia,0,0,141.21199808219862
HP,Notebook,6,Windows,2.19,Intel Core i7,1000,,AMD,0,0,100.45466986113651
Dell,Ultrabook,8,Windows,1.29,Intel Core i7,,256,Intel,0,0,165.6321180513006
Lenovo,Notebook,4,Windows,2.38,Intel Core i5,0,,Intel,0,0,100.45466986113651
Toshiba,Notebook,8,Windows,1.05,Intel Core i5,,256,Intel,0,1,165.6321180513006
HP,Notebook,4,Windows,2.04,Intel Core i5,1000,,Intel,1,0,100.45466986113651
HP,Notebook,4,Windows,1.91,AMD,,256,AMD,0,0,141.21199808219862
Dell,Ultrabook,8,Windows,1.2,Intel Core i5,,256,Intel,0,0,165.6321180513006
Acer,Notebook,4,Windows,2.4,Intel Core i3,1000,,Intel,0,0,100.45466986113651
Dell,Notebook,8,Windows,2.02,Intel Core i5,2000,,AMD,0,0,141.21199808219862
Asus,2 in 1 Convertible,8,Windows,1.1,Intel Core i7,,512512,Intel,1,0,165.6321180513006
HP,Gaming,8,Windows,3.35,Intel Core i5,1000,128,Nvidia,0,1,127.33567457123111
Asus,Gaming,16,Windows,4.0,Intel Core i7,1000,128,Nvidia,0,1,127.33567457123111
Dell,Notebook,16,Windows,1.93,Intel Core i7,,256,Nvidia,0,0,141.21199808219862
Asus,Notebook,4,Windows,2.8,Other Intel Processor,1000,,Nvidia,0,0,90.58340172449303
Xiaomi,Notebook,16,Other,1.95,Intel Core i7,,256,Nvidia,0,1,141.21199808219862
HP,Notebook,4,Windows,1.86,Other Intel Processor,,256,Intel,0,0,141.21199808219862
Dell,Notebook,4,Windows,2.3,Intel Core i3,,128,AMD,0,0,100.45466986113651
Dell,Notebook,8,Other,2.32,Intel Core i5,1000,,AMD,0,0,100.45466986113651
Dell,Ultrabook,16,Windows,1.2,Intel Core i7,,512,Intel,1,0,276.053530085501
Asus,Notebook,4,Other,2.0,Intel Core i3,,256,Intel,0,0,141.21199808219862
Lenovo,Notebook,4,Windows,2.1,Other Intel Processor,0,,Intel,0,0,111.93520355955211
Toshiba,Notebook,16,Windows,2.4,Intel Core i7,,256,Nvidia,0,1,141.21199808219862
Acer,Notebook,4,Windows,2.1,Other Intel Processor,1000,,Intel,0,0,100.45466986113651
Asus,Netbook,4,Other,1.2,Other Intel Processor,,,Intel,0,0,135.0942111925629
HP,Notebook,4,Windows,2.04,Intel Core i3,,256,Intel,0,0,100.45466986113651
Toshiba,Notebook,8,Windows,2.0,Intel Core i5,,256,Intel,0,1,141.21199808219862
Lenovo,2 in 1 Convertible,8,Windows,1.36,Intel Core i5,,256,Intel,1,1,209.8006828649808
Asus,Netbook,4,Windows,1.2,Other Intel Processor,,,Intel,0,0,135.0942111925629
Asus,Gaming,12,Windows,2.2,Intel Core i5,1000,128,Nvidia,0,0,127.33567457123111
Asus,Gaming,16,Windows,3.6,Intel Core i7,,256,Nvidia,0,0,127.33567457123111
Lenovo,Notebook,4,Windows,2.6,AMD,,128,AMD,0,0,106.11306214269258
Dell,Notebook,4,Windows,1.9,Intel Core i5,0,,Intel,0,0,100.45466986113651
Google,Ultrabook,8,Other,1.1,Intel Core i5,,128,Intel,1,0,234.50740003017813
Lenovo,Notebook,8,Windows,2.3,Intel Core i5,,256,Intel,0,1,141.21199808219862
Lenovo,Notebook,16,Windows,1.4,Intel Core i7,,512,Intel,0,1,165.6321180513006
HP,Notebook,8,Windows,2.31,Intel Core i5,,256,Intel,0,0,141.21199808219862
Dell,Ultrabook,8,Windows,1.23,Intel Core i5,,256,Intel,1,0,276.053530085501
Dell,Notebook,4,Other,2.18,Intel Core i5,,128,AMD,0,0,141.21199808219862
Lenovo,Notebook,8,Windows,3.4,Intel Core i7,,256,Nvidia,0,1,127.33567457123111
HP,Notebook,8,Windows,1.63,Intel Core i7,,256,Intel,0,0,157.3505121487356
Toshiba,Notebook,8,Windows,2.2,Intel Core i7,,256,Nvidia,0,1,141.21199808219862
Acer,2 in 1 Convertible,4,Windows,1.25,Other Intel Processor,,,Intel,1,1,189.90579052433606
MSI,Gaming,16,Windows,2.7,Intel Core i7,1000,256,Nvidia,0,0,127.33567457123111
Lenovo,Ultrabook,8,Windows,1.17,Intel Core i7,,512,Intel,0,1,209.8006828649808
Dell,Notebook,4,Windows,1.93,Intel Core i5,0,,Intel,0,0,100.45466986113651
HP,Notebook,8,Windows,1.91,Intel Core i5,,256,AMD,0,0,100.45466986113651
Lenovo,Notebook,4,Other,2.2,Intel Core i5,,128,Intel,0,0,141.21199808219862
Acer,2 in 1 Convertible,8,Windows,1.6,Intel Core i5,,256,Intel,1,1,165.6321180513006
Mediacom,Notebook,2,Windows,1.4,Other Intel Processor,,,Intel,0,0,157.3505121487356
HP,Ultrabook,8,Windows,1.26,Intel Core i5,,256,Intel,0,0,176.23257360658386
Samsung,Netbook,4,Other,1.15,Other Intel Processor,,,Intel,0,0,135.0942111925629
HP,2 in 1 Convertible,8,Windows,1.48,Intel Core i7,,512,Intel,1,0,220.84282406840083
Lenovo,Ultrabook,8,Windows,1.36,Intel Core i5,,256,Intel,0,1,176.23257360658386
HP,Notebook,4,Other,1.29,Other Intel Processor,,,Intel,0,0,276.053530085501
Vero,Notebook,4,Windows,1.3,Other Intel Processor,,,Intel,0,1,157.3505121487356
Asus,Notebook,4,Windows,2.8,Other Intel Processor,1000,,Nvidia,0,0,106.11306214269258
Dell,Gaming,8,Windows,2.62,Intel Core i7,,,Nvidia,0,0,141.21199808219862
Lenovo,Notebook,4,Windows,1.7,Intel Core i5,,256,Intel,0,0,157.3505121487356
Asus,Gaming,8,Windows,3.2,AMD,1000,256,AMD,0,0,127.33567457123111
Asus,Gaming,16,Windows,2.9,Intel Core i7,1000,256,Nvidia,0,0,127.33567457123111
Lenovo,2 in 1 Convertible,4,Windows,1.8,Intel Core i7,,256,Intel,1,1,141.21199808219862
Dell,Notebook,8,Windows,2.06,Intel Core i5,1000,,Intel,0,0,141.21199808219862
Dell,2 in 1 Convertible,16,Windows,2.0,Intel Core i7,,512,Intel,1,0,141.21199808219862
HP,Notebook,8,Windows,1.91,AMD,,128,AMD,0,0,100.45466986113651
Dell,Notebook,4,Other,2.2,Other Intel Processor,0,,Intel,0,0,100.45466986113651
Lenovo,Notebook,4,Windows,2.8,Intel Core i3,1000,,Intel,0,0,106.11306214269258
HP,Ultrabook,4,Windows,1.26,Intel Core i5,,256,Intel,0,0,125.36742798669837
Xiaomi,Notebook,8,Other,1.95,Intel Core i5,,256,Nvidia,0,1,141.21199808219862
Dell,Notebook,4,Windows,2.2,Intel Core i3,1000,,AMD,0,0,100.45466986113651
Dell,Notebook,4,Windows,1.6,Intel Core i3,,128,Intel,0,0,157.3505121487356
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i7,,256,Intel,1,1,165.6321180513006
Lenovo,Notebook,4,Windows,2.02,Intel Core i5,0,,Intel,0,0,111.93520355955211
HP,Notebook,4,Windows,1.49,Intel Core i3,,128,Intel,0,0,165.6321180513006
Lenovo,2 in 1 Convertible,16,Windows,1.3,Intel Core i7,,1000,Intel,1,1,276.053530085501
Lenovo,Notebook,8,Windows,1.5,Intel Core i5,,256,Nvidia,0,1,157.3505121487356
Asus,Ultrabook,8,Windows,1.25,Intel Core i7,,256,Intel,0,0,157.3505121487356
Dell,Ultrabook,8,Windows,1.9,Intel Core i5,1000,128,Nvidia,0,1,141.21199808219862
MSI,Gaming,16,Windows,2.43,Intel Core i7,1000,256,Nvidia,0,0,127.33567457123111
Mediacom,Notebook,4,Windows,1.2,Other Intel Processor,,32,Intel,0,1,165.6321180513006
Dell,Ultrabook,8,Windows,1.4,Intel Core i7,,256,AMD,0,1,165.6321180513006
MSI,Gaming,8,Windows,2.9,Intel Core i7,1000,128,Nvidia,0,0,127.33567457123111
Asus,Notebook,4,Windows,2.2,Intel Core i7,0,,Nvidia,0,0,100.45466986113651
Lenovo,2 in 1 Convertible,8,Windows,1.38,Intel Core i7,,256,Intel,1,1,158.48253022174808
Dell,Notebook,4,Other,2.09,Intel Core i5,0,,Intel,0,0,100.45466986113651
Toshiba,Notebook,8,Windows,1.25,Intel Core i5,,256,Intel,1,1,157.3505121487356
Razer,Gaming,32,Windows,3.49,Intel Core i7,,1000,Nvidia,1,0,254.67134914246222
Lenovo,Notebook,8,Windows,2.6,Intel Core i7,1000,,Nvidia,0,1,141.21199808219862
Razer,Gaming,16,Windows,1.95,Intel Core i7,,512,Nvidia,0,0,157.3505121487356
Lenovo,Ultrabook,8,Windows,1.3,Intel Core i5,,1,Intel,0,1,125.36742798669837
Lenovo,Notebook,12,Windows,2.2,AMD,,512,AMD,0,0,141.21199808219862
Dell,Notebook,4,Windows,2.18,Intel Core i3,1000,,Intel,0,0,100.45466986113651
Apple,Ultrabook,16,Mac,1.83,Intel Core i7,,512,AMD,0,1,220.53462386625827
Asus,Notebook,4,Windows,1.5,Other Intel Processor,,,Intel,0,0,157.3505121487356
HP,Gaming,8,Windows,3.35,Intel Core i7,1000,128,Nvidia,0,1,127.33567457123111
Dell,Notebook,8,Windows,2.2,Intel Core i5,,256,AMD,0,0,141.21199808219862
Acer,Notebook,8,Windows,2.2,Intel Core i7,1000,,Nvidia,0,1,141.21199808219862
Dell,Gaming,8,Windows,2.62,Intel Core i5,,256,Nvidia,0,0,141.21199808219862
Dell,Gaming,16,Windows,2.62,Intel Core i7,1000,256,Nvidia,0,0,141.21199808219862
HP,Ultrabook,4,Windows,1.91,AMD,,256,AMD,0,0,141.21199808219862
Toshiba,Ultrabook,8,Windows,1.2,Intel Core i5,,256,Intel,0,0,117.82653006268643
Asus,Notebook,8,Windows,2.69,Intel Core i5,0,256,Nvidia,0,0,127.33567457123111
Toshiba,Notebook,4,Windows,1.05,Intel Core i5,,128,Intel,0,0,165.6321180513006
HP,Notebook,8,Windows,1.48,Intel Core i7,,256,Intel,0,0,157.3505121487356
Asus,Notebook,4,Windows,1.86,Other Intel Processor,,128,Intel,0,0,100.45466986113651
Asus,Notebook,4,Windows,2.0,Other Intel Processor,1000,,Intel,0,0,141.21199808219862
Dell,Notebook,8,Windows,1.95,Intel Core i5,,128,Intel,0,0,100.45466986113651
Dell,Notebook,8,Windows,2.2,Intel Core i5,1000,128,AMD,0,0,141.21199808219862
Fujitsu,Notebook,8,Windows,2.2,Intel Core i5,,256,Intel,0,0,100.45466986113651
Asus,Gaming,32,Windows,4.7,Intel Core i7,1000,512,Nvidia,0,0,127.33567457123111
Asus,Gaming,24,Windows,4.33,Intel Core i7,1000,256,Nvidia,1,1,127.33567457123111
Dell,Notebook,8,Windows,1.6,Intel Core i5,,256,Intel,0,0,157.3505121487356
Lenovo,Notebook,4,Windows,2.2,Other Intel Processor,1000,,Intel,0,0,100.45466986113651
Dell,2 in 1 Convertible,8,Windows,1.34,Intel Core i5,,256,Intel,1,0,176.23257360658386
Toshiba,Notebook,8,Windows,1.05,Intel Core i5,,256,Intel,0,0,165.6321180513006
Microsoft,Ultrabook,16,Windows,1.25,Intel Core i7,,512,Intel,1,0,200.84255993695703
HP,Workstation,8,Windows,2.59,Intel Core i7,,256,Nvidia,0,1,141.21199808219862
HP,Notebook,8,Windows,2.04,Intel Core i7,2000,,Intel,0,0,100.45466986113651
Lenovo,Notebook,4,Windows,1.85,Intel Core i3,1000,,Intel,0,0,141.21199808219862
Dell,Notebook,16,Windows,2.06,Intel Core i7,,512,Nvidia,1,0,282.42399616439724
HP,Notebook,4,Windows,1.63,Intel Core i3,,128,Intel,0,0,100.45466986113651
Asus,Gaming,32,Windows,3.8,Intel Core i7,,512,Nvidia,0,1,127.33567457123111
Lenovo,2 in 1 Convertible,16,Windows,1.42,Intel Core i7,,512,Intel,1,0,209.8006828649808
MSI,Gaming,8,Windows,2.2,Intel Core i5,,256,Nvidia,0,0,141.21199808219862
Dell,Gaming,8,Windows,2.65,Intel Core i5,,256,Nvidia,0,0,141.21199808219862
Lenovo,2 in 1 Convertible,8,Windows,2.0,Intel Core i7,,512,Nvidia,1,1,141.21199808219862
HP,Notebook,8,Windows,2.63,Intel Core i7,1000,,Nvidia,0,0,127.33567457123111
MSI,Gaming,16,Windows,2.4,Intel Core i7,1000,256,Nvidia,0,0,141.21199808219862
Lenovo,Notebook,8,Other,2.2,Intel Core i7,0,,Nvidia,0,0,100.45466986113651
Huawei,Ultrabook,8,Windows,1.05,Intel Core i5,,256,Intel,0,1,199.69207064108247
Acer,Notebook,4,Windows,3.0,Intel Core i3,,256,Nvidia,0,1,127.33567457123111
Dell,Notebook,12,Windows,2.25,Intel Core i5,1000,,Intel,0,0,100.45466986113651
Dell,Notebook,8,Windows,2.09,Intel Core i5,,256,Intel,0,0,141.21199808219862
Acer,Notebook,4,Windows,1.6,Other Intel Processor,,,Intel,0,0,157.3505121487356
Asus,Notebook,4,Windows,1.68,AMD,1000,,AMD,0,0,100.45466986113651
HP,2 in 1 Convertible,16,Windows,1.28,Intel Core i7,,256,Intel,1,0,165.6321180513006
Lenovo,Notebook,4,Other,2.15,Intel Core i5,1000,,Intel,0,0,141.21199808219862
Dell,Notebook,4,Other,2.3,Intel Core i5,,256,AMD,0,0,141.21199808219862
Asus,Ultrabook,8,Windows,1.45,Intel Core i7,,256,Intel,0,0,165.6321180513006
Lenovo,Notebook,4,Windows,2.3,Intel Core i5,1000,,Nvidia,0,1,141.21199808219862
HP,Gaming,12,Windows,3.35,Intel Core i7,1000,256,Nvidia,0,0,127.33567457123111
Dell,Notebook,16,Windows,2.06,Intel Core i7,,512,Nvidia,1,0,282.42399616439724
HP,Notebook,4,Windows,1.48,Intel Core i5,,256,Intel,0,0,111.93520355955211
Asus,Gaming,16,Windows,2.1,Intel Core i7,1000,128,Nvidia,0,0,141.21199808219862
Lenovo,Ultrabook,8,Windows,1.32,Intel Core i7,,256,Intel,0,0,157.3505121487356
Lenovo,Notebook,8,Windows,2.6,Intel Core i5,1000,128,Nvidia,0,1,141.21199808219862
Dell,Notebook,16,Windows,2.32,Intel Core i7,2000,,AMD,0,0,141.21199808219862
Lenovo,Notebook,8,Windows,2.05,Intel Core i7,,256,Intel,0,0,141.21199808219862
Lenovo,2 in 1 Convertible,8,Windows,1.37,Intel Core i7,,256,Intel,1,1,165.6321180513006
Lenovo,Notebook,8,Windows,2.3,Intel Core i5,,256,Intel,0,0,141.21199808219862
HP,Notebook,4,Windows,2.1,Intel Core i7,0,,AMD,0,1,141.21199808219862
Asus,Ultrabook,16,Windows,1.1,Intel Core i7,,512,Intel,0,0,157.3505121487356
HP,Workstation,8,Windows,2.0,Intel Core i7,,8,Nvidia,0,1,141.21199808219862
Dell,Notebook,8,Windows,2.13,Intel Core i5,,256,AMD,0,0,141.21199808219862
Acer,2 in 1 Convertible,8,Windows,1.6,Intel Core i7,,256,Intel,1,1,165.6321180513006
Acer,2 in 1 Convertible,8,Windows,1.5,Intel Core i5,,256,Intel,1,1,165.6321180513006
Asus,Notebook,6,Windows,2.0,Intel Core i3,,256,Nvidia,0,0,141.21199808219862
Asus,Notebook,4,Other,2.0,Other Intel Processor,1000,,Intel,0,0,100.45466986113651
HP,Netbook,4,Other,1.23,Other Intel Processor,,,Intel,0,0,135.0942111925629
Lenovo,Ultrabook,8,Windows,1.13,Intel Core i7,,512,Intel,0,1,157.3505121487356
Dell,Ultrabook,8,Windows,1.21,Intel Core i7,,256,Intel,1,1,331.2642361026012
Asus,Gaming,16,Windows,2.73,Intel Core i7,1000,256,Nvidia,0,0,127.33567457123111
HP,Notebook,4,Windows,1.86,Intel Core i5,0,,AMD,0,0,100.45466986113651
Toshiba,Notebook,8,Windows,2.0,Intel Core i7,,256,Intel,0,1,141.21199808219862
Dell,Notebook,8,Windows,2.2,Intel Core i7,2000,128,AMD,0,0,141.21199808219862
HP,Notebook,8,Windows,1.9,Intel Core i7,1000,,AMD,0,0,141.21199808219862
HP,Netbook,8,Windows,1.26,Intel Core i7,,512,Intel,0,0,176.23257360658386
Asus,Ultrabook,16,Windows,1.3,Intel Core i7,,512,Nvidia,0,0,157.3505121487356
Dell,Gaming,8,Other,2.62,Intel Core i7,1000,,Nvidia,0,0,141.21199808219862
Lenovo,Ultrabook,6,Windows,1.54,Intel Core i7,,256,Nvidia,0,0,141.21199808219862
Asus,Gaming,16,Windows,2.2,Intel Core i7,1000,256,Nvidia,0,0,141.21199808219862
HP,Notebook,4,Windows,2.07,Intel Core i5,0,,Intel,0,0,141.21199808219862
Lenovo,Gaming,32,Windows,4.6,Intel Core i7,,512,Nvidia,0,1,127.33567457123111
Vero,Notebook,4,Windows,1.22,Other Intel Processor,,,Intel,0,0,157.3505121487356
HP,Notebook,8,Windows,1.11,Intel Core i5,,256,Intel,0,1,165.6321180513006
Dell,Notebook,8,Windows,2.8,Intel Core i7,1000,128,AMD,0,0,127.33567457123111
Dell,Notebook,8,Windows,2.8,Intel Core i7,1000,128,AMD,0,0,127.33567457123111
HP,Notebook,4,Windows,1.86,AMD,,256,AMD,0,0,100.45466986113651
Acer,Netbook,4,Other,1.35,Other Intel Processor,,,Intel,0,1,135.0942111925629
Toshiba,Ultrabook,16,Windows,1.36,Intel Core i7,,512,Intel,1,0,165.6321180513006
MSI,Gaming,8,Windows,2.2,Intel Core i5,1000,128,Nvidia,0,0,141.21199808219862
Lenovo,Notebook,4,Other,2.1,Intel Core i5,0,,Intel,0,0,100.45466986113651
MSI,Gaming,8,Windows,2.2,Intel Core i7,1000,128,Nvidia,0,0,141.21199808219862
HP,Ultrabook,8,Windows,1.26,Intel Core i7,,256,Intel,0,0,176.23257360658386
