Company,TypeName,Ram,OpSys,Weight,CPU,HDD,SSD,GPU,TouchScreen,IPS,PPI
Lenovo,Notebook,4,Windows,2.8,AMD,0,,AMD,0,0,106.11306214269258
Lenovo,Notebook,4,Windows,1.87,Intel Core i5,0,,Intel,0,0,157.3505121487356
HP,2 in 1 Convertible,8,Windows,1.58,Intel Core i5,,256,Intel,1,1,117.82653006268643
HP,2 in 1 Convertible,8,Windows,1.29,Intel Core i5,,256,Intel,1,1,331.2642361026012
Dell,2 in 1 Convertible,16,Windows,1.22,Intel Core i7,,512,Intel,1,0,276.053530085501
Lenovo,Notebook,6,Windows,2.4,Intel Core i5,,256,Nvidia,0,0,141.21199808219862
HP,Notebook,8,Windows,2.05,Intel Core i7,1000,,Intel,0,0,100.45466986113651
Apple,Ultrabook,8,Mac,1.34,Intel Core i5,,,Intel,0,0,127.67794013309688
MSI,Gaming,16,Windows,2.8,Intel Core i7,1000,256,Nvidia,0,1,141.21199808219862
Lenovo,Notebook,8,Windows,2.8,AMD,1000,,AMD,0,0,106.11306214269258
Lenovo,Notebook,8,Windows,1.58,Intel Core i7,,256,Intel,0,1,157.3505121487356
Asus,Notebook,4,Windows,2.03,AMD,1000,,AMD,0,0,100.45466986113651
HP,Notebook,8,Windows,1.9,Intel Core i5,0,,AMD,0,0,141.21199808219862
HP,Notebook,6,Windows,2.65,AMD,2000,,AMD,0,1,127.33567457123111
Dell,2 in 1 Convertible,12,Windows,1.6,Intel Core i7,,256,Intel,1,1,165.6321180513006
Lenovo,Netbook,4,Windows,1.59,Other Intel Processor,,128,Intel,0,1,135.0942111925629
Lenovo,Gaming,16,Other,2.4,Intel Core i7,,512,Nvidia,0,0,141.21199808219862
Asus,Notebook,8,Windows,2.0,Other Intel Processor,,128,Intel,0,0,141.21199808219862
Lenovo,Gaming,16,Windows,2.5,Intel Core i7,1000,256,Nvidia,0,1,141.21199808219862
HP,Notebook,4,Windows,1.91,Intel Core i3,,128,Intel,0,0,141.21199808219862
Lenovo,Notebook,4,Other,2.2,AMD,0,,AMD,0,0,100.45466986113651
Asus,Ultrabook,16,Windows,1.1,Intel Core i7,,512,Intel,1,0,165.6321180513006
HP,Notebook,6,Windows,2.04,Intel Core i3,1000,,AMD,0,0,141.21199808219862
Dell,Netbook,4,Other,1.26,Other Intel Processor,,,Intel,0,0,135.0942111925629
HP,Notebook,4,Windows,2.1,AMD,0,,AMD,0,0,100.45466986113651
Vero,Notebook,4,Windows,1.35,Other Intel Processor,,,Intel,0,0,165.6321180513006
Lenovo,Ultrabook,16,Windows,1.7,Intel Core i7,,512,Intel,0,0,157.3505121487356
Dell,Notebook,8,Windows,2.18,Intel Core i5,,256,AMD,0,0,141.21199808219862
Toshiba,Ultrabook,8,Windows,1.47,Intel Core i7,,256,Intel,0,1,157.3505121487356
Asus,Notebook,4,Windows,1.65,Other Intel Processor,,,Intel,0,0,111.1413368676404
Dell,Notebook,8,Windows,1.9,Intel Core i5,0,,Intel,0,0,141.21199808219862
Lenovo,Notebook,8,Windows,1.1,Intel Core i5,,256,Intel,0,1,165.6321180513006
Dell,Notebook,8,Windows,2.02,Intel Core i7,1000,128,Intel,0,0,141.21199808219862
Asus,Notebook,4,Windows,2.2,AMD,1000,128,AMD,0,0,141.21199808219862
Dell,Notebook,8,Windows,2.33,Intel Core i7,,256,AMD,0,0,141.21199808219862
Acer,Notebook,4,Other,2.1,Intel Core i3,1000,,Intel,0,0,100.45466986113651
Dell,Notebook,8,Windows,2.02,Intel Core i7,2000,256,AMD,0,0,141.21199808219862
Dell,Gaming,32,Windows,4.42,Intel Core i7,1000,512,Nvidia,0,1,254.67134914246222
Lenovo,Gaming,8,Other,2.4,Intel Core i5,1000,128,Nvidia,0,1,141.21199808219862
Dell,Notebook,8,Windows,2.3,Intel Core i3,1000,,Intel,0,0,100.45466986113651
HP,2 in 1 Convertible,16,Windows,1.42,Intel Core i7,,256,Intel,1,0,276.053530085501
Toshiba,Notebook,4,Windows,2.1,Intel Core i3,,128,Intel,0,0,100.45466986113651
Dell,Notebook,8,Windows,4.42,Intel Core i7,1000,,Nvidia,0,1,127.33567457123111
Dell,Ultrabook,4,Windows,1.5,Intel Core i3,,128,Intel,0,0,125.36742798669837
Lenovo,Notebook,8,Windows,2.2,AMD,1000,,AMD,0,0,100.45466986113651
Dell,Ultrabook,8,Windows,1.29,Intel Core i7,,256,Intel,1,0,276.053530085501
Lenovo,Notebook,4,Other,1.45,Other Intel Processor,,,Intel,0,0,117.82653006268643
Lenovo,2 in 1 Convertible,16,Windows,1.3,Intel Core i7,,512,Intel,1,1,276.053530085501
Lenovo,2 in 1 Convertible,8,Windows,1.3,Intel Core i5,,256,Intel,1,1,165.6321180513006
Toshiba,Notebook,8,Windows,1.5,Intel Core i5,,256,Intel,0,1,165.6321180513006
Lenovo,Notebook,4,Windows,1.9,Intel Core i5,,128,Intel,0,0,100.45466986113651
Asus,Notebook,16,Windows,2.2,Intel Core i7,1000,128,Nvidia,0,0,141.21199808219862
HP,Notebook,8,Windows,1.91,Intel Core i5,,256,Intel,0,0,100.45466986113651
HP,Notebook,4,Windows,1.64,Intel Core i5,0,,Intel,0,0,111.93520355955211
Samsung,Ultrabook,16,Windows,1.23,Intel Core i7,,256,Nvidia,0,0,146.86047800548656
Dell,Gaming,16,Windows,3.21,Intel Core i7,1000,256,Nvidia,0,0,282.42399616439724
Dell,Notebook,8,Windows,2.18,Intel Core i7,,256,Nvidia,0,0,141.21199808219862
Asus,2 in 1 Convertible,8,Windows,2.2,Intel Core i5,1000,,Intel,1,0,100.45466986113651
Lenovo,Notebook,16,Windows,2.5,Intel Core i7,,,AMD,0,0,141.21199808219862
Dell,Notebook,8,Windows,2.36,Intel Core i5,1000,,AMD,0,0,141.21199808219862
Dell,Notebook,8,Windows,2.24,Intel Core i5,1000,,AMD,0,0,141.21199808219862
Asus,Gaming,8,Windows,3.0,Intel Core i7,1000,,Nvidia,0,0,127.33567457123111
Dell,Notebook,8,Windows,2.18,Intel Core i5,,256,Intel,0,0,141.21199808219862
HP,Notebook,8,Windows,2.04,Intel Core i7,1000,,Nvidia,0,0,141.21199808219862
MSI,Gaming,8,Windows,2.2,Intel Core i7,1000,128,Nvidia,0,0,141.21199808219862
HP,Notebook,4,Other,1.86,AMD,0,,AMD,0,0,100.45466986113651
Lenovo,2 in 1 Convertible,8,Windows,1.42,Intel Core i5,,256,Intel,1,1,209.8006828649808
Toshiba,Notebook,4,Windows,2.0,Intel Core i3,0,,Intel,0,0,100.45466986113651
Dell,Notebook,8,Other,1.98,Intel Core i7,,256,Nvidia,0,0,141.21199808219862
Asus,Gaming,8,Windows,2.2,Intel Core i7,1000,,Nvidia,0,0,141.21199808219862
MSI,Gaming,16,Windows,4.14,Intel Core i7,1000,512,Nvidia,0,0,127.33567457123111
Asus,Notebook,8,Windows,2.0,Intel Core i5,,256,Nvidia,0,0,141.21199808219862
HP,2 in 1 Convertible,16,Windows,1.29,Intel Core i7,,1000,Intel,1,1,331.2642361026012
Dell,2 in 1 Convertible,16,Windows,2.09,Intel Core i7,,512,Intel,1,0,141.21199808219862
Asus,Ultrabook,8,Windows,1.3,Intel Core i7,,256,Nvidia,0,1,157.3505121487356
MSI,Gaming,16,Windows,1.7,Intel Core i7,1000,256,Nvidia,0,0,157.3505121487356
Lenovo,Notebook,8,Windows,2.3,Intel Core i7,,256,Intel,0,1,141.21199808219862
Dell,Ultrabook,8,Other,1.6,Intel Core i7,,256,Intel,0,0,157.3505121487356
Dell,Gaming,16,Windows,2.65,Intel Core i7,1000,128,Nvidia,0,1,141.21199808219862
Acer,Notebook,4,Windows,2.1,Other Intel Processor,0,,Intel,0,0,100.45466986113651
Dell,Notebook,4,Windows,2.29,Intel Core i3,0,,Intel,0,0,100.45466986113651
Dell,Notebook,8,Other,2.8,Intel Core i5,1000,128,AMD,0,1,127.33567457123111
Chuwi,Notebook,4,Windows,1.89,Other Intel Processor,,,Intel,0,0,141.21199808219862
HP,Notebook,4,Other,1.86,Intel Core i5,0,,Intel,0,0,100.45466986113651
Lenovo,Ultrabook,24,Windows,1.32,Intel Core i7,,512,Intel,0,0,209.8006828649808
HP,Notebook,8,Windows,2.1,Intel Core i3,1000,,Nvidia,0,1,141.21199808219862
HP,2 in 1 Convertible,4,Windows,1.28,Intel Core i5,,256,Intel,1,0,165.6321180513006
Microsoft,Ultrabook,8,Windows,1.25,Intel Core i7,,256,Intel,1,0,200.84255993695703
Lenovo,Ultrabook,8,Windows,1.96,Intel Core i7,,256,Nvidia,0,1,157.3505121487356
HP,Notebook,4,Other,1.86,Other Intel Processor,0,,Intel,0,0,100.45466986113651
HP,Notebook,16,Windows,2.9,Intel Core i7,1000,,Nvidia,0,1,127.33567457123111
Dell,Notebook,4,Windows,1.95,Intel Core i5,0,,Intel,0,0,100.45466986113651
Lenovo,Notebook,6,Windows,2.4,Intel Core i3,,128,Nvidia,0,0,141.21199808219862
Acer,Notebook,8,Windows,2.23,AMD,,256,AMD,0,0,141.21199808219862
Lenovo,2 in 1 Convertible,8,Windows,2.0,Intel Core i7,,256,Intel,1,1,141.21199808219862
Asus,Ultrabook,8,Windows,1.2,Intel Core i5,,256,Intel,0,1,276.053530085501
Apple,Ultrabook,8,Mac,1.37,Intel Core i5,,256,Intel,0,1,226.98300468106115
Lenovo,Gaming,16,Windows,3.31,Intel Core i7,,512,Nvidia,0,1,141.21199808219862
HP,Gaming,16,Windows,3.35,Intel Core i7,1000,256,Nvidia,0,1,127.33567457123111
Lenovo,Notebook,2,Windows,1.15,Other Intel Processor,,,Intel,0,0,135.0942111925629
HP,Notebook,8,Windows,2.5,Intel Core i5,,256,Nvidia,0,0,127.33567457123111
MSI,Gaming,16,Windows,1.8,Intel Core i7,1000,256,Nvidia,0,0,141.21199808219862
Lenovo,Ultrabook,12,Windows,1.4,Intel Core i7,,256,Intel,0,1,209.8006828649808
Acer,Notebook,8,Windows,2.23,Intel Core i7,1000,,Nvidia,0,0,141.21199808219862
MSI,Gaming,32,Windows,4.4,Intel Core i7,1000,512,Nvidia,0,0,119.7232157653423
Dell,Notebook,12,Windows,2.3,Intel Core i7,1000,,Intel,0,0,100.45466986113651
Acer,2 in 1 Convertible,4,Other,1.25,Other Intel Processor,,,Intel,1,1,135.0942111925629
HP,Notebook,4,Windows,2.1,Intel Core i3,1000,,AMD,0,0,141.21199808219862
Dell,Notebook,4,Windows,2.2,Intel Core i3,,256,AMD,0,0,141.21199808219862
Chuwi,Notebook,4,Windows,1.89,Other Intel Processor,,,Intel,0,0,141.21199808219862
Lenovo,Notebook,8,Other,2.8,Intel Core i5,1000,,Intel,0,0,106.11306214269258
Dell,Ultrabook,16,Windows,1.29,Intel Core i7,,512,Intel,1,0,276.053530085501
HP,Gaming,12,Windows,2.62,Intel Core i7,1000,,Nvidia,0,0,127.33567457123111
Dell,Notebook,8,Windows,2.16,Intel Core i7,1000,256,Nvidia,0,1,141.21199808219862
Dell,Notebook,8,Windows,2.2,Intel Core i5,,256,AMD,0,0,141.21199808219862
Fujitsu,Notebook,4,Windows,2.3,Intel Core i5,,256,Intel,0,0,100.45466986113651
Lenovo,Gaming,16,Windows,2.5,Intel Core i7,,256,Nvidia,0,1,141.21199808219862
Dell,Ultrabook,8,Windows,1.23,Intel Core i7,,256,Intel,1,0,276.053530085501
Dell,Ultrabook,8,Windows,1.2,Intel Core i7,,256,Intel,0,0,165.6321180513006
Lenovo,2 in 1 Convertible,8,Windows,1.1,Other Intel Processor,,256,Intel,1,1,194.94753717542463
Asus,Notebook,8,Windows,2.3,Intel Core i5,128,,Intel,0,0,141.21199808219862
HP,Notebook,4,Windows,1.49,Intel Core i5,,128,Intel,0,1,165.6321180513006
Dell,Ultrabook,8,Windows,1.26,Intel Core i5,,256,Intel,1,0,176.23257360658386
MSI,Gaming,8,Windows,2.7,Intel Core i7,1000,128,Nvidia,0,0,127.33567457123111
Dell,Notebook,8,Windows,2.36,Intel Core i5,1000,,AMD,0,0,100.45466986113651
Razer,Ultrabook,8,Windows,1.25,Intel Core i7,,256,Intel,1,0,352.4651472131677
HP,Notebook,4,Windows,2.31,Intel Core i5,0,,Intel,0,0,141.21199808219862
Asus,Notebook,4,Other,2.0,Other Intel Processor,1000,,Intel,0,0,100.45466986113651
Samsung,Ultrabook,8,Windows,1.31,Intel Core i7,,256,Intel,1,0,165.6321180513006
Dell,Notebook,8,Windows,2.2,Intel Core i7,,256,AMD,0,0,141.21199808219862
Asus,Gaming,32,Windows,3.58,Intel Core i7,,256256,Nvidia,0,1,127.33567457123111
HP,Notebook,12,Windows,2.21,Intel Core i7,1000,128,Nvidia,0,1,141.21199808219862
Asus,Netbook,2,Windows,1.1,Other Intel Processor,,,Intel,0,0,135.0942111925629
Asus,Gaming,16,Windows,2.5,Intel Core i7,1000,256,Nvidia,0,0,141.21199808219862
Lenovo,Gaming,16,Windows,2.6,Intel Core i7,1000,128,Nvidia,1,1,141.21199808219862
Apple,Ultrabook,16,Mac,1.83,Intel Core i7,,256,AMD,0,1,220.53462386625827
Dell,Workstation,8,Windows,2.23,Other Intel Processor,1000,,Nvidia,0,0,141.21199808219862
HP,Ultrabook,8,Windows,1.48,Intel Core i7,,512,Intel,0,0,157.3505121487356
Dell,Ultrabook,8,Windows,1.2,Intel Core i7,,256,Intel,0,0,165.6321180513006
Lenovo,Notebook,8,Other,2.2,Intel Core i5,2000,,Nvidia,0,0,100.45466986113651
Toshiba,Ultrabook,16,Windows,1.24,Intel Core i7,,512,Intel,1,0,157.3505121487356
Dell,Ultrabook,8,Windows,1.21,Intel Core i5,,128,Intel,1,1,331.2642361026012
HP,Notebook,8,Windows,1.88,Intel Core i5,,256,Intel,0,0,141.21199808219862
HP,Notebook,8,Windows,2.6,AMD,1000,,AMD,0,0,107.98564559226952
Dell,Notebook,4,Other,2.2,Other Intel Processor,0,,Intel,0,0,100.45466986113651
HP,Notebook,2,Windows,1.44,Other Intel Processor,,,Intel,0,0,111.93520355955211
MSI,Gaming,8,Windows,2.2,Intel Core i7,1000,,Nvidia,0,1,141.21199808219862
Asus,Gaming,8,Windows,2.5,Intel Core i7,1000,128,Nvidia,0,0,141.21199808219862
Acer,Notebook,4,Other,2.1,Intel Core i3,1000,,Intel,0,0,100.45466986113651
Asus,Notebook,8,Other,2.3,Intel Core i5,1000,,Nvidia,0,0,100.45466986113651
MSI,Gaming,16,Windows,1.8,Intel Core i7,1000,256,Nvidia,0,0,141.21199808219862
HP,Ultrabook,8,Windows,1.54,Intel Core i7,,512,Intel,0,0,157.3505121487356
Dell,Notebook,4,Windows,1.76,Intel Core i5,0,,Intel,0,0,111.93520355955211
MSI,Gaming,16,Windows,2.9,Intel Core i7,1000,512,Nvidia,0,0,127.33567457123111
HP,Notebook,8,Windows,2.5,Intel Core i3,,256,Intel,0,0,106.11306214269258
Asus,Notebook,8,Other,2.3,Intel Core i3,1000,,Nvidia,0,0,141.21199808219862
Lenovo,Notebook,8,Other,2.3,Intel Core i5,,256,Intel,0,1,141.21199808219862
Acer,Notebook,4,Windows,2.4,Intel Core i3,0,,Intel,0,0,100.45466986113651
Lenovo,Notebook,8,Windows,2.05,Intel Core i5,,256,Intel,0,0,141.21199808219862
MSI,Gaming,16,Windows,4.5,Intel Core i7,1000,128,Nvidia,0,0,127.33567457123111
Apple,Ultrabook,8,Mac,1.35,Intel Core i5,,,Intel,0,0,127.67794013309688
HP,Notebook,6,Windows,2.04,Intel Core i7,1000,,Intel,0,0,100.45466986113651
Dell,Notebook,8,Windows,2.0,Intel Core i3,,256,Intel,0,0,100.45466986113651
HP,Ultrabook,8,Windows,1.16,Intel Core i7,,512,Intel,0,0,165.6321180513006
Dell,Ultrabook,8,Windows,1.29,Intel Core i5,,128,Intel,1,1,165.6321180513006
Toshiba,Notebook,8,Windows,1.2,Intel Core i5,,256,Intel,0,0,165.6321180513006
HP,Workstation,8,Windows,2.6,Intel Core i7,,256,Nvidia,0,0,141.21199808219862
HP,Notebook,8,Windows,2.63,Intel Core i7,,256,Nvidia,0,0,127.33567457123111
Dell,Notebook,8,Windows,2.13,Intel Core i7,,256,AMD,0,0,141.21199808219862
Lenovo,Notebook,8,Other,1.5,Intel Core i7,,512,AMD,0,1,157.3505121487356
Lenovo,Notebook,8,Other,2.8,Intel Core i5,1000,,Nvidia,0,0,106.11306214269258
Asus,Notebook,4,Windows,1.63,Other Intel Processor,,,Intel,0,0,111.93520355955211
Asus,Notebook,4,Other,2.0,Intel Core i3,1000,,Intel,0,0,141.21199808219862
Lenovo,Notebook,8,Windows,2.1,Intel Core i7,,256,AMD,0,1,141.21199808219862
Asus,Notebook,4,Windows,2.65,Other Intel Processor,1000,,Intel,0,0,100.45466986113651
Dell,Ultrabook,16,Windows,1.18,Intel Core i7,,256,Intel,0,0,176.23257360658386
HP,Notebook,4,Windows,2.04,Intel Core i5,0,,Intel,0,0,100.45466986113651
Lenovo,Notebook,8,Windows,2.2,Intel Core i3,1000,,Intel,0,0,100.45466986113651
HP,Notebook,6,Windows,2.18,Intel Core i7,1000,,Nvidia,0,1,141.21199808219862
Lenovo,Notebook,8,Windows,1.9,Intel Core i5,1000,128,AMD,0,0,141.21199808219862
Acer,Notebook,4,Windows,2.1,Intel Core i3,,128,Intel,0,0,100.45466986113651
Acer,Notebook,4,Windows,2.2,Intel Core i5,1000,,Nvidia,0,1,141.21199808219862
HP,Workstation,8,Windows,3.14,Intel Core i5,0,,Nvidia,0,0,106.11306214269258
HP,Notebook,4,Windows,2.1,AMD,1000,,AMD,0,0,141.21199808219862
Asus,Notebook,4,Windows,1.3,Intel Core i3,,128,Intel,0,0,111.93520355955211
Asus,Gaming,16,Windows,4.3,Intel Core i7,1000,512,Nvidia,0,1,127.33567457123111
Asus,Notebook,4,Windows,2.0,Other Intel Processor,1000,,Intel,0,0,100.45466986113651
Dell,Notebook,16,Windows,2.06,Intel Core i7,,1000,Nvidia,1,0,282.42399616439724
HP,Ultrabook,8,Windows,1.09,Other Intel Processor,,2,Intel,1,0,352.4651472131677
MSI,Gaming,16,Windows,3.78,Intel Core i7,1000,256,Nvidia,0,1,127.33567457123111
HP,Notebook,4,Windows,2.31,Intel Core i3,0,,Intel,0,0,100.45466986113651
HP,Notebook,8,Windows,2.04,Intel Core i5,,256,Nvidia,0,0,141.21199808219862
Lenovo,Gaming,4,Windows,2.4,Intel Core i7,1000,,Nvidia,0,1,141.21199808219862
Toshiba,Notebook,8,Windows,1.95,Intel Core i5,,256,Intel,0,0,157.3505121487356
Lenovo,Gaming,8,Windows,2.4,Intel Core i5,1000,,Nvidia,0,1,141.21199808219862
Razer,Ultrabook,16,Windows,1.29,Intel Core i7,,512,Intel,1,1,352.4651472131677
HP,Notebook,8,Windows,2.5,Intel Core i5,1000,,Nvidia,0,0,127.33567457123111
Lenovo,Notebook,4,Windows,2.2,Intel Core i3,1000,,Nvidia,0,0,141.21199808219862
Dell,Notebook,8,Windows,2.2,Intel Core i7,,256,AMD,0,0,141.21199808219862
Lenovo,Notebook,4,Windows,2.05,Intel Core i3,,128,Intel,0,0,141.21199808219862
Lenovo,2 in 1 Convertible,8,Windows,1.8,Intel Core i7,,512,Nvidia,1,1,157.3505121487356
Lenovo,Notebook,4,Windows,1.44,Intel Core i3,,1,Intel,0,1,165.6321180513006
HP,Workstation,8,Windows,2.59,Intel Core i7,,256,Nvidia,0,0,141.21199808219862
Lenovo,Gaming,16,Windows,3.2,Intel Core i7,1000,512,Nvidia,0,1,141.21199808219862
HP,Gaming,8,Windows,2.2,Intel Core i7,1000,128,Nvidia,0,1,141.21199808219862
Acer,Notebook,4,Windows,2.1,AMD,,128,AMD,0,0,100.45466986113651
HP,Notebook,4,Windows,2.71,AMD,0,,AMD,0,0,127.33567457123111
MSI,Gaming,8,Windows,2.4,Intel Core i7,1000,128,Nvidia,0,0,141.21199808219862
Toshiba,Notebook,8,Windows,2.0,Intel Core i5,,256,Intel,0,1,141.21199808219862
Lenovo,2 in 1 Convertible,16,Windows,2.8,Intel Core i7,,512,Intel,1,1,209.8006828649808
Asus,Gaming,8,Windows,2.5,Intel Core i7,,256,Nvidia,0,0,141.21199808219862
Asus,Gaming,8,Windows,2.3,Intel Core i7,1000,128,Nvidia,0,1,141.21199808219862
Dell,Ultrabook,8,Windows,1.29,Intel Core i5,,256,Intel,0,0,165.6321180513006
HP,2 in 1 Convertible,4,Windows,2.3,Intel Core i5,0,,Intel,1,0,100.45466986113651
Asus,Gaming,16,Windows,3.25,AMD,1000,256,AMD,0,1,127.33567457123111
HP,Notebook,4,Windows,1.95,Intel Core i5,0,,Intel,0,0,111.93520355955211
Lenovo,Notebook,4,Windows,2.2,AMD,,256,AMD,0,0,141.21199808219862
Apple,Ultrabook,16,Mac,1.83,Intel Core i7,,512,AMD,0,1,220.53462386625827
HP,Workstation,8,Windows,1.9,Intel Core i7,,256,AMD,0,0,141.21199808219862
Lenovo,Ultrabook,16,Windows,1.14,Intel Core i7,,512,Intel,0,1,157.3505121487356
Mediacom,2 in 1 Convertible,4,Windows,1.16,Other Intel Processor,,32,Intel,1,1,189.90579052433606
Dell,2 in 1 Convertible,8,Windows,1.24,Intel Core i5,,256,Intel,1,0,165.6321180513006
HP,Ultrabook,8,Windows,1.26,Intel Core i5,,256,Intel,0,0,125.36742798669837
Dell,Notebook,8,Windows,1.64,Intel Core i5,,256,Nvidia,0,0,157.3505121487356
Dell,Gaming,16,Windows,2.65,Intel Core i7,1000,256,Nvidia,0,1,141.21199808219862
Toshiba,Ultrabook,8,Windows,1.2,Intel Core i7,,256,Intel,0,0,165.6321180513006
Lenovo,Notebook,4,Windows,2.2,Intel Core i3,1000,,Nvidia,0,0,141.21199808219862
Lenovo,Notebook,16,Windows,2.5,Intel Core i7,,512,Nvidia,0,0,282.42399616439724
Lenovo,2 in 1 Convertible,8,Windows,1.8,Intel Core i7,,256,Intel,1,1,157.3505121487356
HP,Notebook,4,Windows,1.63,Intel Core i5,0,,Intel,0,1,111.93520355955211
Dell,Notebook,4,Windows,2.3,Intel Core i5,,256,AMD,0,0,141.21199808219862
Lenovo,Notebook,8,Other,2.2,Intel Core i7,1000,,Nvidia,0,0,141.21199808219862
Lenovo,Notebook,8,Other,2.2,Intel Core i5,2000,,Intel,0,0,141.21199808219862
Dell,Notebook,6,Windows,2.3,Intel Core i3,1000,,Intel,1,0,100.45466986113651
Acer,Gaming,16,Windows,4.2,Intel Core i7,1000,256,Nvidia,0,1,127.33567457123111
HP,Notebook,16,Windows,2.5,Intel Core i7,,512,Nvidia,0,0,127.33567457123111
HP,Netbook,4,Windows,2.4,Intel Core i5,,128,Intel,0,0,125.36742798669837
Lenovo,Notebook,4,Windows,1.5,Intel Core i3,,128,Intel,0,1,165.6321180513006
Acer,Notebook,8,Windows,2.2,Intel Core i7,,256,Nvidia,0,0,141.21199808219862
HP,Notebook,8,Windows,2.04,Intel Core i5,1000,,Intel,0,0,141.21199808219862
Lenovo,Notebook,4,Windows,1.8,Intel Core i5,,256,Intel,0,0,141.21199808219862
Acer,Notebook,4,Windows,2.4,Intel Core i5,0,,Intel,0,0,100.45466986113651
Lenovo,2 in 1 Convertible,8,Windows,1.74,Intel Core i5,,256,Intel,0,1,157.3505121487356
HP,Notebook,4,Windows,2.5,Intel Core i3,,256,AMD,0,1,127.33567457123111
HP,Ultrabook,8,Windows,1.26,Intel Core i7,,256,Intel,0,0,176.23257360658386
Dell,Notebook,4,Windows,2.24,Intel Core i5,0,,AMD,0,0,100.45466986113651
HP,Ultrabook,8,Windows,1.84,Intel Core i7,,512,Intel,0,0,141.21199808219862
Dell,Notebook,4,Windows,1.76,Intel Core i3,0,,Intel,0,0,111.93520355955211
Asus,Notebook,4,Other,2.45,Intel Core i5,1000,,Nvidia,0,0,100.45466986113651
HP,Gaming,12,Windows,3.74,Intel Core i7,1000,,AMD,0,1,127.33567457123111
Lenovo,Notebook,4,Other,1.9,Intel Core i3,1000,,AMD,0,0,100.45466986113651
Acer,Notebook,4,Windows,3.0,Intel Core i5,,256,Nvidia,0,1,127.33567457123111
HP,Workstation,8,Windows,3.14,Intel Core i7,0,,Nvidia,0,0,127.33567457123111
Lenovo,Notebook,4,Windows,2.2,AMD,,128,AMD,0,0,100.45466986113651
Lenovo,Notebook,4,Windows,2.2,Intel Core i3,0,,Intel,0,0,141.21199808219862
Dell,Notebook,8,Windows,2.0,Intel Core i7,,256,Nvidia,0,0,141.21199808219862
HP,Notebook,4,Windows,2.1,Intel Core i3,1000,128,AMD,0,0,141.21199808219862
Lenovo,Notebook,4,Windows,1.44,Other Intel Processor,,,Intel,0,0,111.93520355955211
HP,Notebook,4,Windows,2.04,Intel Core i5,,256,Intel,0,0,141.21199808219862
Apple,Ultrabook,16,Mac,2.04,Intel Core i7,,,Intel,0,1,220.53462386625827
Lenovo,Notebook,8,Windows,1.9,Intel Core i5,1000,128,AMD,0,0,141.21199808219862
Lenovo,Notebook,8,Windows,2.3,Intel Core i5,1000,,Intel,0,1,141.21199808219862
Acer,Ultrabook,8,Windows,1.8,Intel Core i5,,256,Intel,0,1,157.3505121487356
HP,Notebook,8,Windows,2.1,Intel Core i7,1000,,AMD,0,0,141.21199808219862
HP,Notebook,4,Windows,1.32,Intel Core i5,,256,Intel,0,1,165.6321180513006
HP,Notebook,8,Windows,2.63,Intel Core i5,1000,,Nvidia,0,0,106.11306214269258
Dell,Gaming,16,Windows,4.36,Intel Core i7,1000,512,Nvidia,0,1,254.67134914246222
HP,Notebook,6,Windows,1.95,AMD,,256,AMD,0,1,141.21199808219862
MSI,Gaming,8,Windows,2.7,Intel Core i7,1000,128,Nvidia,0,0,127.33567457123111
Lenovo,Notebook,8,Windows,1.95,Intel Core i5,,256,Intel,0,1,141.21199808219862
MSI,Gaming,16,Windows,2.4,Intel Core i7,1000,256,Nvidia,0,1,141.21199808219862
Huawei,Ultrabook,8,Windows,1.05,Intel Core i7,,512,Intel,0,1,199.69207064108247
Dell,Notebook,8,Windows,2.0,Intel Core i3,,256,AMD,0,0,141.21199808219862
Dell,Workstation,16,Windows,3.42,Intel Core i7,,256,Nvidia,0,0,127.33567457123111
Dell,Notebook,8,Other,2.33,Intel Core i7,,256,AMD,0,0,141.21199808219862
Dell,Notebook,4,Windows,2.2,Intel Core i3,1000,,AMD,0,0,141.21199808219862
Asus,2 in 1 Convertible,2,Windows,1.1,Other Intel Processor,,,Intel,1,0,135.0942111925629
Lenovo,Notebook,4,Other,2.2,Intel Core i5,1000,,Nvidia,0,0,141.21199808219862
Acer,Notebook,12,Windows,2.4,Intel Core i5,1000,128,Nvidia,0,0,141.21199808219862
Lenovo,Notebook,12,Windows,2.2,AMD,2000,,AMD,0,0,141.21199808219862
Dell,Notebook,4,Windows,1.65,Intel Core i3,,128,Intel,0,0,117.82653006268643
Lenovo,Gaming,8,Other,2.5,Intel Core i5,1000,,Nvidia,0,1,141.21199808219862
HP,Notebook,4,Windows,1.86,Intel Core i5,1000,,Intel,0,0,100.45466986113651
Apple,Ultrabook,8,Mac,1.37,Intel Core i5,,512,Intel,0,1,226.98300468106115
Dell,Notebook,16,Windows,2.3,Intel Core i7,,256,AMD,0,0,141.21199808219862
HP,Notebook,8,Windows,1.49,Intel Core i7,,512,Intel,0,0,165.6321180513006
Acer,2 in 1 Convertible,8,Windows,1.6,Intel Core i5,,256,Intel,1,1,165.6321180513006
Lenovo,Notebook,4,Other,1.9,Other Intel Processor,1000,,Intel,0,0,100.45466986113651
HP,Notebook,4,Windows,1.86,AMD,0,,AMD,0,0,100.45466986113651
Dell,Gaming,8,Windows,2.65,Intel Core i5,,,Nvidia,0,0,141.21199808219862
Dell,Ultrabook,8,Windows,1.29,Intel Core i5,,256,Intel,1,0,276.053530085501
